z_lookback,z_entry_short,z_entry_long,z_exit,z_stop,slope_lookback,max_hold_days,slope_confirmation,avg_return,median_return,avg_sharpe,median_sharpe,min_return,max_return,avg_max_dd,worst_dd,total_trades,avg_trades_per_window,avg_win_rate,pct_windows_profitable,n_windows
10,0.3,1.0,-0.3,2.0,5,7,False,23.511018518518515,22.53,1.6663101851851851,1.773,-98.25,124.02,-20.813333333333336,-197.88,6187,28.64351851851852,49.37638888888888,81.01851851851852,216
10,0.3,1.0,-0.3,2.0,2,7,False,23.511018518518515,22.53,1.6663101851851851,1.773,-98.25,124.02,-20.813333333333336,-197.88,6187,28.64351851851852,49.37638888888888,81.01851851851852,216
10,0.75,1.0,-0.3,2.5,5,5,False,23.497824074074078,22.47,1.7071805555555555,1.71,-86.33,129.99,-19.63601851851852,-183.34,5500,25.462962962962962,55.26759259259259,84.72222222222221,216
10,0.75,1.0,-0.3,2.5,2,5,False,23.497824074074078,22.47,1.7071805555555555,1.71,-86.33,129.99,-19.63601851851852,-183.34,5500,25.462962962962962,55.26759259259259,84.72222222222221,216
10,0.75,1.0,-0.3,2.5,3,5,False,23.497824074074078,22.47,1.7071805555555555,1.71,-86.33,129.99,-19.63601851851852,-183.34,5500,25.462962962962962,55.26759259259259,84.72222222222221,216
10,0.75,1.0,0.3,2.5,2,5,False,23.46171296296296,21.91,1.7446018518518522,1.7805,-90.29,133.25,-19.016620370370372,-186.04,5587,25.86574074074074,57.77962962962964,83.79629629629629,216
10,0.75,1.0,0.3,2.5,3,5,False,23.46171296296296,21.91,1.7446018518518522,1.7805,-90.29,133.25,-19.016620370370372,-186.04,5587,25.86574074074074,57.77962962962964,83.79629629629629,216
10,0.75,1.0,0.3,2.5,5,5,False,23.46171296296296,21.91,1.7446018518518522,1.7805,-90.29,133.25,-19.016620370370372,-186.04,5587,25.86574074074074,57.77962962962964,83.79629629629629,216
10,0.75,1.5,0.0,2.5,5,7,False,23.45694444444445,21.66,1.7000462962962966,1.699,-109.35,131.67,-20.523240740740743,-207.86,4276,19.796296296296298,55.70231481481482,82.87037037037037,216
10,0.75,1.5,0.0,2.5,3,7,False,23.45694444444445,21.66,1.7000462962962966,1.699,-109.35,131.67,-20.523240740740743,-207.86,4276,19.796296296296298,55.70231481481482,82.87037037037037,216
10,0.75,1.5,0.0,2.5,2,7,False,23.45694444444445,21.66,1.7000462962962966,1.699,-109.35,131.67,-20.523240740740743,-207.86,4276,19.796296296296298,55.70231481481482,82.87037037037037,216
10,0.75,1.5,0.0,2.0,3,5,False,23.40912037037037,20.32,1.7120833333333334,1.679,-83.26,124.93,-19.31805555555556,-169.22,5226,24.194444444444443,52.84953703703704,86.11111111111111,216
10,0.75,1.5,0.0,2.0,2,5,False,23.40912037037037,20.32,1.7120833333333334,1.679,-83.26,124.93,-19.31805555555556,-169.22,5226,24.194444444444443,52.84953703703704,86.11111111111111,216
10,0.75,1.5,0.0,2.0,5,5,False,23.40912037037037,20.32,1.7120833333333334,1.679,-83.26,124.93,-19.31805555555556,-169.22,5226,24.194444444444443,52.84953703703704,86.11111111111111,216
10,0.3,1.5,0.0,1.5,5,7,False,23.386990740740742,21.995,1.7750370370370372,1.8135,-56.71,135.64,-19.170694444444443,-153.12,7119,32.958333333333336,47.77916666666666,84.25925925925925,216
10,0.3,1.5,0.0,1.5,3,7,False,23.386990740740742,21.995,1.7750370370370372,1.8135,-56.71,135.64,-19.170694444444443,-153.12,7119,32.958333333333336,47.77916666666666,84.25925925925925,216
10,0.3,1.5,0.0,1.5,2,7,False,23.386990740740742,21.995,1.7750370370370372,1.8135,-56.71,135.64,-19.170694444444443,-153.12,7119,32.958333333333336,47.77916666666666,84.25925925925925,216
10,0.75,1.0,0.3,2.0,3,7,False,23.377731481481483,23.1,1.7784444444444447,1.8054999999999999,-112.5,127.8,-19.672777777777778,-200.58,5846,27.064814814814813,52.54675925925927,84.72222222222221,216
10,0.75,1.0,0.3,2.0,5,7,False,23.377731481481483,23.1,1.7784444444444447,1.8054999999999999,-112.5,127.8,-19.672777777777778,-200.58,5846,27.064814814814813,52.54675925925927,84.72222222222221,216
10,0.75,1.0,0.3,2.0,2,7,False,23.377731481481483,23.1,1.7784444444444447,1.8054999999999999,-112.5,127.8,-19.672777777777778,-200.58,5846,27.064814814814813,52.54675925925927,84.72222222222221,216
10,0.75,1.5,0.0,2.5,5,5,False,23.357129629629625,21.32,1.7205416666666669,1.7355,-94.86,129.07,-19.480092592592595,-180.82,4604,21.314814814814813,57.18935185185186,86.11111111111111,216
10,0.75,1.5,0.0,2.5,2,5,False,23.357129629629625,21.32,1.7205416666666669,1.7355,-94.86,129.07,-19.480092592592595,-180.82,4604,21.314814814814813,57.18935185185186,86.11111111111111,216
10,0.75,1.5,0.0,2.5,3,5,False,23.357129629629625,21.32,1.7205416666666669,1.7355,-94.86,129.07,-19.480092592592595,-180.82,4604,21.314814814814813,57.18935185185186,86.11111111111111,216
10,0.75,1.5,-0.3,2.0,3,5,False,23.333333333333332,21.200000000000003,1.687763888888889,1.6520000000000001,-54.28,119.9,-19.399722222222223,-169.22,5208,24.11111111111111,51.78703703703704,85.18518518518519,216
10,0.75,1.5,-0.3,2.0,2,5,False,23.333333333333332,21.200000000000003,1.687763888888889,1.6520000000000001,-54.28,119.9,-19.399722222222223,-169.22,5208,24.11111111111111,51.78703703703704,85.18518518518519,216
10,0.75,1.5,-0.3,2.0,5,5,False,23.333333333333332,21.200000000000003,1.687763888888889,1.6520000000000001,-54.28,119.9,-19.399722222222223,-169.22,5208,24.11111111111111,51.78703703703704,85.18518518518519,216
10,0.3,1.0,0.0,2.5,2,7,False,23.331712962962964,23.475,1.672388888888889,1.7335,-110.62,145.04,-20.465925925925923,-209.48,5564,25.75925925925926,56.35277777777778,81.01851851851852,216
10,0.3,1.0,0.0,2.5,3,7,False,23.331712962962964,23.475,1.672388888888889,1.7335,-110.62,145.04,-20.465925925925923,-209.48,5564,25.75925925925926,56.35277777777778,81.01851851851852,216
10,0.3,1.0,0.0,2.5,5,7,False,23.331712962962964,23.475,1.672388888888889,1.7335,-110.62,145.04,-20.465925925925923,-209.48,5564,25.75925925925926,56.35277777777778,81.01851851851852,216
10,0.75,1.5,-0.3,2.5,2,5,False,23.304490740740743,21.595,1.6993842592592594,1.707,-85.42,124.04,-19.519259259259258,-180.82,4579,21.199074074074073,56.05138888888889,84.72222222222221,216
10,0.75,1.5,-0.3,2.5,5,5,False,23.304490740740743,21.595,1.6993842592592594,1.707,-85.42,124.04,-19.519259259259258,-180.82,4579,21.199074074074073,56.05138888888889,84.72222222222221,216
